Year,Grade,Org_code,DistrictName,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2011,07,04740000,"North Central Charter Essential (District)",White,34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04740000,"North Central Charter Essential (District)","All Students",74,73," ",1," "," "," ",74,73," ",1," "," "," ",74,73," ",1," "," "," ",99,99,99
2011,08,04740000,"North Central Charter Essential (District)","Low Income",41,40," ",1," "," "," ",41,40," ",1," "," "," ",41,40," ",1," "," "," ",98,98,98
2011,08,04740000,"North Central Charter Essential (District)",Hispanic/Latino,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2011,08,04740000,"North Central Charter Essential (District)",White,54,54," "," "," "," "," ",54,54," "," "," "," "," ",54,54," "," "," "," "," ",100,100,100
2011,08,04740000,"North Central Charter Essential (District)","Special Ed",16,16," "," "," "," "," ",16,16," "," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2011,10,04740000,"North Central Charter Essential (District)","All Students",54,54," "," "," "," "," ",55,55," "," "," "," "," ",56,44," "," "," "," ",12,100,100,100
2011,10,04740000,"North Central Charter Essential (District)","Low Income",25,25," "," "," "," "," ",26,26," "," "," "," "," ",28,19," "," "," "," ",9,100,100,100
2011,10,04740000,"North Central Charter Essential (District)",White,39,39," "," "," "," "," ",40,40," "," "," "," "," ",41,34," "," "," "," ",7,100,100,100
2011,10,04740000,"North Central Charter Essential (District)","Special Ed",15,15," "," "," "," "," ",15,15," "," "," "," "," ",13,10," "," "," "," ",3,100,100,100
2011,04,04750000,"Dorchester Collegiate Academy Charter (District)","All Students",29,29," "," "," "," "," ",29,29," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04750000,"Dorchester Collegiate Academy Charter (District)","Low Income",24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04750000,"Dorchester Collegiate Academy Charter (District)",Black,24,24," "," "," "," "," ",24,24," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04750000,"Dorchester Collegiate Academy Charter (District)","All Students",40,40," "," "," "," "," ",40,39," "," ",1," "," ",40,40," "," "," "," "," ",100,98,100
2011,05,04750000,"Dorchester Collegiate Academy Charter (District)","Low Income",38,38," "," "," "," "," ",38,37," "," ",1," "," ",38,38," "," "," "," "," ",100,97,100
2011,05,04750000,"Dorchester Collegiate Academy Charter (District)",Black,26,26," "," "," "," "," ",26,25," "," ",1," "," ",26,26," "," "," "," "," ",100,96,100
2011,05,04750000,"Dorchester Collegiate Academy Charter (District)",Hispanic/Latino,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,07,04760000,"Spirit of Knowledge Academy Charter School (District)","All Students",53,53," "," "," "," "," ",53,53," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04760000,"Spirit of Knowledge Academy Charter School (District)","Low Income",36,36," "," "," "," "," ",36,36," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04760000,"Spirit of Knowledge Academy Charter School (District)",Black,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04760000,"Spirit of Knowledge Academy Charter School (District)",Hispanic/Latino,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04760000,"Spirit of Knowledge Academy Charter School (District)",White,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04760000,"Spirit of Knowledge Academy Charter School (District)","LEP/Formerly LEP",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04760000,"Spirit of Knowledge Academy Charter School (District)","All Students",41,41," "," "," "," "," ",39,39," "," "," "," "," ",39,39," "," "," "," "," ",100,100,100
2011,08,04760000,"Spirit of Knowledge Academy Charter School (District)","Low Income",25,25," "," "," "," "," ",25,25," "," "," "," "," ",25,25," "," "," "," "," ",100,100,100
2011,08,04760000,"Spirit of Knowledge Academy Charter School (District)",Black,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,08,04760000,"Spirit of Knowledge Academy Charter School (District)",White,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2011,03,04770000,"Silver Hill Horace Mann Charter (District)","All Students",98,92,6," "," "," "," ",98,91,6,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2011,03,04770000,"Silver Hill Horace Mann Charter (District)","Low Income",56,51,5," "," "," "," ",56,51,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04770000,"Silver Hill Horace Mann Charter (District)",Hispanic/Latino,20,16,4," "," "," "," ",20,16,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04770000,"Silver Hill Horace Mann Charter (District)",White,71,69,2," "," "," "," ",71,68,2,1," "," "," "," "," "," "," "," "," "," ",100,99," "
2011,03,04770000,"Silver Hill Horace Mann Charter (District)","LEP/Formerly LEP",10,8,2," "," "," "," ",10,8,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04770000,"Silver Hill Horace Mann Charter (District)","Special Ed",21,15,6," "," "," "," ",21,15,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04770000,"Silver Hill Horace Mann Charter (District)","All Students",82,75,7," "," "," "," ",82,75,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04770000,"Silver Hill Horace Mann Charter (District)","Low Income",46,40,6," "," "," "," ",46,40,6," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04770000,"Silver Hill Horace Mann Charter (District)",Hispanic/Latino,22,17,5," "," "," "," ",22,17,5," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04770000,"Silver Hill Horace Mann Charter (District)",White,60,58,2," "," "," "," ",60,58,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04770000,"Silver Hill Horace Mann Charter (District)","Special Ed",13,6,7," "," "," "," ",13,6,7," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04770000,"Silver Hill Horace Mann Charter (District)","All Students",88,76,12," "," "," "," ",88,76,12," "," "," "," ",88,76,12," "," "," "," ",100,100,100
2011,05,04770000,"Silver Hill Horace Mann Charter (District)","Low Income",40,30,10," "," "," "," ",40,30,10," "," "," "," ",40,30,10," "," "," "," ",100,100,100
2011,05,04770000,"Silver Hill Horace Mann Charter (District)",Hispanic/Latino,20,12,8," "," "," "," ",20,12,8," "," "," "," ",20,12,8," "," "," "," ",100,100,100
2011,05,04770000,"Silver Hill Horace Mann Charter (District)",White,63,59,4," "," "," "," ",63,59,4," "," "," "," ",63,59,4," "," "," "," ",100,100,100
2011,05,04770000,"Silver Hill Horace Mann Charter (District)","Special Ed",21,9,12," "," "," "," ",21,9,12," "," "," "," ",21,9,12," "," "," "," ",100,100,100
2011,07,04780000,"Francis W. Parker Charter Essential (District)","All Students",64,64," "," "," "," "," ",64,64," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04780000,"Francis W. Parker Charter Essential (District)",White,60,60," "," "," "," "," ",60,60," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04780000,"Francis W. Parker Charter Essential (District)","Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04780000,"Francis W. Parker Charter Essential (District)","All Students",67,66," "," ",1," "," ",68,66,1," ",1," "," ",66,65," "," ",1," "," ",99,99,98
2011,08,04780000,"Francis W. Parker Charter Essential (District)",White,62,61," "," ",1," "," ",63,61,1," ",1," "," ",61,60," "," ",1," "," ",98,98,98
2011,08,04780000,"Francis W. Parker Charter Essential (District)","Special Ed",12,12," "," "," "," "," ",12,11,1," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2011,10,04780000,"Francis W. Parker Charter Essential (District)","All Students",60,60," "," "," "," "," ",60,60," "," "," "," "," ",60,60," "," "," "," "," ",100,100,100
2011,10,04780000,"Francis W. Parker Charter Essential (District)",White,54,54," "," "," "," "," ",54,54," "," "," "," "," ",54,54," "," "," "," "," ",100,100,100
2011,10,04780000,"Francis W. Parker Charter Essential (District)","Special Ed",10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2011,07,04790000,"Pioneer Valley Performing Arts Charter Public (District)","All Students",68,65," ",3," "," "," ",68,66," ",2," "," "," "," "," "," "," "," "," "," ",96,97," "
2011,07,04790000,"Pioneer Valley Performing Arts Charter Public (District)",White,57,54," ",3," "," "," ",57,56," ",1," "," "," "," "," "," "," "," "," "," ",95,98," "
2011,08,04790000,"Pioneer Valley Performing Arts Charter Public (District)","All Students",68,65," ",3," "," "," ",68,66," ",2," "," "," ",68,66," ",2," "," "," ",96,97,97
2011,08,04790000,"Pioneer Valley Performing Arts Charter Public (District)",White,58,55," ",3," "," "," ",58,56," ",2," "," "," ",58,56," ",2," "," "," ",95,97,97
2011,10,04790000,"Pioneer Valley Performing Arts Charter Public (District)","All Students",69,62," ",7," "," "," ",69,64," ",5," "," "," ",70,54," ",7," "," ",9,98,92,98
2011,10,04790000,"Pioneer Valley Performing Arts Charter Public (District)",White,54,47," ",7," "," "," ",54,49," ",5," "," "," ",55,42," ",7," "," ",6,98,90,98
2011,03,04810000,"Boston Renaissance Charter Public (District)","All Students",165,163,2," "," "," "," ",165,163,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04810000,"Boston Renaissance Charter Public (District)","Low Income",129,127,2," "," "," "," ",129,127,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04810000,"Boston Renaissance Charter Public (District)",Black,113,112,1," "," "," "," ",113,112,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04810000,"Boston Renaissance Charter Public (District)",Hispanic/Latino,43,42,1," "," "," "," ",43,42,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04810000,"Boston Renaissance Charter Public (District)","LEP/Formerly LEP",16,15,1," "," "," "," ",16,15,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04810000,"Boston Renaissance Charter Public (District)","Special Ed",31,29,2," "," "," "," ",31,29,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04810000,"Boston Renaissance Charter Public (District)","All Students",151,150,1," "," "," "," ",150,149,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04810000,"Boston Renaissance Charter Public (District)","Low Income",113,112,1," "," "," "," ",113,112,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04810000,"Boston Renaissance Charter Public (District)",Black,95,95," "," "," "," "," ",95,95," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04810000,"Boston Renaissance Charter Public (District)",Hispanic/Latino,49,48,1," "," "," "," ",48,47,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04810000,"Boston Renaissance Charter Public (District)","Special Ed",20,19,1," "," "," "," ",20,19,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04810000,"Boston Renaissance Charter Public (District)","All Students",137,135,2," "," "," "," ",137,134,2,1," "," "," ",137,134,2,1," "," "," ",100,99,99
2011,05,04810000,"Boston Renaissance Charter Public (District)","Low Income",109,108,1," "," "," "," ",109,107,1,1," "," "," ",109,107,1,1," "," "," ",100,99,99
2011,05,04810000,"Boston Renaissance Charter Public (District)",Black,98,96,2," "," "," "," ",98,95,2,1," "," "," ",98,95,2,1," "," "," ",100,99,99
2011,05,04810000,"Boston Renaissance Charter Public (District)",Hispanic/Latino,34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,34," "," "," "," "," ",100,100,100
2011,05,04810000,"Boston Renaissance Charter Public (District)","Special Ed",26,24,2," "," "," "," ",26,23,2,1," "," "," ",26,23,2,1," "," "," ",100,96,96
2011,06,04810000,"Boston Renaissance Charter Public (District)","All Students",70,69,1," "," "," "," ",70,69,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04810000,"Boston Renaissance Charter Public (District)","Low Income",54,54," "," "," "," "," ",54,54," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04810000,"Boston Renaissance Charter Public (District)",Black,49,49," "," "," "," "," ",49,49," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04810000,"Boston Renaissance Charter Public (District)",Hispanic/Latino,17,16,1," "," "," "," ",17,16,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04810000,"Boston Renaissance Charter Public (District)","Special Ed",11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04820000,"River Valley Charter (District)","All Students",33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,03,04820000,"River Valley Charter (District)",White,31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04820000,"River Valley Charter (District)","All Students",34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,04,04820000,"River Valley Charter (District)",White,28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,05,04820000,"River Valley Charter (District)","All Students",34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,34," "," "," "," "," ",100,100,100
2011,05,04820000,"River Valley Charter (District)",White,29,29," "," "," "," "," ",29,29," "," "," "," "," ",29,29," "," "," "," "," ",100,100,100
2011,06,04820000,"River Valley Charter (District)","All Students",34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04820000,"River Valley Charter (District)",White,25,25," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04820000,"River Valley Charter (District)","All Students",27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04820000,"River Valley Charter (District)",White,27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,08,04820000,"River Valley Charter (District)","All Students",28,28," "," "," "," "," ",28,28," "," "," "," "," ",28,28," "," "," "," "," ",100,100,100
2011,08,04820000,"River Valley Charter (District)",White,27,27," "," "," "," "," ",27,27," "," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2011,05,04830000,"Rising Tide Charter Public (District)","All Students",85,85," "," "," "," "," ",85,85," "," "," "," "," ",85,85," "," "," "," "," ",100,100,100
2011,05,04830000,"Rising Tide Charter Public (District)",White,74,74," "," "," "," "," ",74,74," "," "," "," "," ",74,74," "," "," "," "," ",100,100,100
2011,06,04830000,"Rising Tide Charter Public (District)","All Students",83,83," "," "," "," "," ",83,83," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04830000,"Rising Tide Charter Public (District)",White,77,77," "," "," "," "," ",77,77," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,06,04830000,"Rising Tide Charter Public (District)","Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04830000,"Rising Tide Charter Public (District)","All Students",77,77," "," "," "," "," ",77,77," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04830000,"Rising Tide Charter Public (District)","Low Income",11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04830000,"Rising Tide Charter Public (District)",White,70,70," "," "," "," "," ",70,70," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2011,07,04830000,"Rising Tide Charter Public (District)","Special Ed",12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
