Year,Org_code,DistrictName,SchoolName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,02950020,Tewksbury,"North Street",04,"Students with Disabilities",02,37,34,1," "," "," ",2,37,34,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02950020,Tewksbury,"North Street",04,"Low Income",04,19,17,1," "," "," ",1,19,17,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02950020,Tewksbury,"North Street",04,White,09,155,153," "," "," "," ",2,155,153," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02950023,Tewksbury,"John F. Ryan",05,"All Students",01,340,327,6,1," "," ",6,340,327,6,1," "," ",6,340,327,6,1," "," ",6,100,100,100
2012,02950023,Tewksbury,"John F. Ryan",05,"Students with Disabilities",02,71,63,6,1," "," ",1,71,63,6,1," "," ",1,71,63,6,1," "," ",1,99,99,99
2012,02950023,Tewksbury,"John F. Ryan",05,"Low Income",04,65,58,4," "," "," ",3,65,58,4," "," "," ",3,65,58,4," "," "," ",3,100,100,100
2012,02950023,Tewksbury,"John F. Ryan",05,White,09,325,314,6,1," "," ",4,325,314,6,1," "," ",4,325,314,6,1," "," ",4,100,100,100
2012,02950023,Tewksbury,"John F. Ryan",06,"All Students",01,348,336,7," ",2," ",3,348,336,7," ",2," ",3," "," "," "," "," "," "," ",99,99," "
2012,02950023,Tewksbury,"John F. Ryan",06,"Students with Disabilities",02,63,54,7," ",1," ",1,63,55,7," "," "," ",1," "," "," "," "," "," "," ",98,100," "
2012,02950023,Tewksbury,"John F. Ryan",06,"Low Income",04,47,44,2," ",1," "," ",47,45,2," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,02950023,Tewksbury,"John F. Ryan",06,White,09,333,321,7," ",2," ",3,333,321,7," ",2," ",3," "," "," "," "," "," "," ",99,99," "
2012,02950025,Tewksbury,"Louise Davy Trahan",03,"All Students",01,132,131," "," "," "," ",1,132,131," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02950025,Tewksbury,"Louise Davy Trahan",03,"Students with Disabilities",02,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02950025,Tewksbury,"Louise Davy Trahan",03,"Low Income",04,23,22," "," "," "," ",1,23,22," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02950025,Tewksbury,"Louise Davy Trahan",03,White,09,125,124," "," "," "," ",1,125,124," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02950025,Tewksbury,"Louise Davy Trahan",04,"All Students",01,160,157," "," "," "," ",3,160,156," ",1," "," ",3," "," "," "," "," "," "," ",100,99," "
2012,02950025,Tewksbury,"Louise Davy Trahan",04,"Students with Disabilities",02,31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02950025,Tewksbury,"Louise Davy Trahan",04,"Low Income",04,26,25," "," "," "," ",1,26,25," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02950025,Tewksbury,"Louise Davy Trahan",04,White,09,154,151," "," "," "," ",3,154,150," ",1," "," ",3," "," "," "," "," "," "," ",100,99," "
2012,02950305,Tewksbury,"John W. Wynn Middle",07,"All Students",01,367,355,4,2,1,1,4,368,353,4,1,4,1,5," "," "," "," "," "," "," ",99,99," "
2012,02950305,Tewksbury,"John W. Wynn Middle",07,"Students with Disabilities",02,60,54,4," ",1," ",1,60,51,4,1,3," ",1," "," "," "," "," "," "," ",98,93," "
2012,02950305,Tewksbury,"John W. Wynn Middle",07,"Low Income",04,50,45,2," ",1,1,1,50,45,2," ",1,1,1," "," "," "," "," "," "," ",98,98," "
2012,02950305,Tewksbury,"John W. Wynn Middle",07,White,09,349,341,4,2,1," ",1,350,339,4,1,4," ",2," "," "," "," "," "," "," ",99,99," "
2012,02950305,Tewksbury,"John W. Wynn Middle",08,"All Students",01,366,357,2,1," ",1,5,366,354,2,1,3,1,5,366,354,2,1,4,1,4,100,99,99
2012,02950305,Tewksbury,"John W. Wynn Middle",08,"Students with Disabilities",02,45,43,2," "," "," "," ",45,43,2," "," "," "," ",45,43,2," "," "," "," ",100,100,100
2012,02950305,Tewksbury,"John W. Wynn Middle",08,"Low Income",04,51,47,1," "," ",1,2,51,46,1,1," ",1,2,51,47,1," ",1,1,1,100,98,98
2012,02950305,Tewksbury,"John W. Wynn Middle",08,White,09,342,337,1,1," "," ",3,342,334,1,1,3," ",3,342,334,1,1,4," ",2,100,99,99
2012,02950505,Tewksbury,"Tewksbury Memorial High",10,"All Students",01,205,201," ",1,1," ",2,205,202," "," ",1," ",2,206,192," "," "," "," ",14,99,100,100
2012,02950505,Tewksbury,"Tewksbury Memorial High",10,"Students with Disabilities",02,26,25," ",1," "," "," ",26,25," "," ",1," "," ",26,25," "," "," "," ",1,96,96,100
2012,02950505,Tewksbury,"Tewksbury Memorial High",10,"Low Income",04,24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,23," "," "," "," ",1,100,100,100
2012,02950505,Tewksbury,"Tewksbury Memorial High",10,White,09,195,193," ",1,1," "," ",195,194," "," ",1," "," ",196,184," "," "," "," ",12,99,99,100
2012,02960005,Tisbury,"Tisbury Elementary",03,"All Students",01,33,33," "," "," "," "," ",33,31,1,1," "," "," "," "," "," "," "," "," "," ",100,97," "
2012,02960005,Tisbury,"Tisbury Elementary",03,"Low Income",04,15,15," "," "," "," "," ",15,14,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",03,White,09,23,23," "," "," "," "," ",23,21,1,1," "," "," "," "," "," "," "," "," "," ",100,96," "
2012,02960005,Tisbury,"Tisbury Elementary",04,"All Students",01,35,33,1,1," "," "," ",34,32,1," "," ",1," "," "," "," "," "," "," "," ",97,100," "
2012,02960005,Tisbury,"Tisbury Elementary",04,"Low Income",04,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",04,White,09,30,29,1," "," "," "," ",29,28,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",05,"All Students",01,41,41," "," "," "," "," ",40,39," ",1," "," "," ",40,39," ",1," "," "," ",100,98,98
2012,02960005,Tisbury,"Tisbury Elementary",05,White,09,30,30," "," "," "," "," ",29,28," ",1," "," "," ",29,28," ",1," "," "," ",100,97,97
2012,02960005,Tisbury,"Tisbury Elementary",06,"All Students",01,36,35,1," "," "," "," ",34,32,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",06,"Low Income",04,14,13,1," "," "," "," ",13,11,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",06,White,09,27,27," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",07,"All Students",01,32,31," "," "," ",1," ",32,30,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",07,"Low Income",04,12,12," "," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",07,White,09,27,27," "," "," "," "," ",27,26,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02960005,Tisbury,"Tisbury Elementary",08,"All Students",01,36,35,1," "," "," "," ",36,35,1," "," "," "," ",36,34,1," ",1," "," ",100,100,97
2012,02960005,Tisbury,"Tisbury Elementary",08,"Low Income",04,15,15," "," "," "," "," ",15,15," "," "," "," "," ",15,15," "," "," "," "," ",100,100,100
2012,02960005,Tisbury,"Tisbury Elementary",08,White,09,24,24," "," "," "," "," ",24,24," "," "," "," "," ",24,23," "," ",1," "," ",100,100,96
2012,02980005,Topsfield,"Proctor Elementary",04,"All Students",01,83,81," "," "," "," ",2,83,80,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02980005,Topsfield,"Proctor Elementary",04,"Students with Disabilities",02,19,18," "," "," "," ",1,19,17,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,02980005,Topsfield,"Proctor Elementary",04,White,09,78,76," "," "," "," ",2,78,75,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02980005,Topsfield,"Proctor Elementary",05,"All Students",01,79,78," "," "," "," ",1,79,78," "," "," "," ",1,79,78," "," "," "," ",1,100,100,100
2012,02980005,Topsfield,"Proctor Elementary",05,"Students with Disabilities",02,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,18," "," "," "," "," ",100,100,100
2012,02980005,Topsfield,"Proctor Elementary",05,White,09,74,73," "," "," "," ",1,74,73," "," "," "," ",1,74,73," "," "," "," ",1,100,100,100
2012,02980005,Topsfield,"Proctor Elementary",06,"All Students",01,99,97," "," "," "," ",2,99,97," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02980005,Topsfield,"Proctor Elementary",06,"Students with Disabilities",02,19,19," "," "," "," "," ",19,19," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02980005,Topsfield,"Proctor Elementary",06,White,09,95,93," "," "," "," ",2,95,93," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,02980010,Topsfield,"Steward Elementary",03,"All Students",01,86,83," "," "," "," ",3,86,83," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,02980010,Topsfield,"Steward Elementary",03,"Students with Disabilities",02,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,02980010,Topsfield,"Steward Elementary",03,White,09,78,76," "," "," "," ",2,78,76," "," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,03000005,Truro,"Truro Central",03,"All Students",01,22,22," "," "," "," "," ",22,22," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03000005,Truro,"Truro Central",03,White,09,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03000005,Truro,"Truro Central",04,"All Students",01,22,21,1," "," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03000005,Truro,"Truro Central",04,White,09,19,18,1," "," "," "," ",19,18,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03000005,Truro,"Truro Central",05,"All Students",01,19,19," "," "," "," "," ",19,19," "," "," "," "," ",19,19," "," "," "," "," ",100,100,100
2012,03000005,Truro,"Truro Central",05,White,09,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,03000005,Truro,"Truro Central",06,"All Students",01,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",03,"All Students",01,127,123,1," "," ",1,2,127,123,1," "," ",1,2," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",03,"Students with Disabilities",02,14,13,1," "," "," "," ",14,13,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",03,"Low Income",04,21,19," "," "," ",1,1,21,19," "," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",03,White,09,108,105,1," "," "," ",2,108,105,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",04,"All Students",01,160,154,3," "," "," ",3,160,154,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",04,"Students with Disabilities",02,18,14,3," "," "," ",1,18,14,3," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",04,"Low Income",04,15,14,1," "," "," "," ",15,14,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",04,Asian,06,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",04,White,09,136,130,3," "," "," ",3,136,130,3," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,03010020,Tyngsborough,"Tyngsborough Elementary",05,"All Students",01,144,138,3," "," "," ",3,144,138,3," "," "," ",3,144,138,3," "," "," ",3,100,100,100
2012,03010020,Tyngsborough,"Tyngsborough Elementary",05,"Students with Disabilities",02,20,17,3," "," "," "," ",20,17,3," "," "," "," ",20,17,3," "," "," "," ",100,100,100
2012,03010020,Tyngsborough,"Tyngsborough Elementary",05,"Low Income",04,19,18,1," "," "," "," ",19,18,1," "," "," "," ",19,18,1," "," "," "," ",100,100,100
2012,03010020,Tyngsborough,"Tyngsborough Elementary",05,Hispanic/Latino,07,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,03010020,Tyngsborough,"Tyngsborough Elementary",05,White,09,118,112,3," "," "," ",3,118,112,3," "," "," ",3,118,112,3," "," "," ",3,100,100,100
2012,03010305,Tyngsborough,"Tyngsborough Middle",06,"All Students",01,149,144," "," "," "," ",5,149,144," "," "," "," ",5," "," "," "," "," "," "," ",100,100," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",06,"Students with Disabilities",02,23,20," "," "," "," ",3,23,20," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",06,"Low Income",04,19,16," "," "," "," ",3,19,16," "," "," "," ",3," "," "," "," "," "," "," ",100,100," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",06,White,09,136,132," "," "," "," ",4,136,132," "," "," "," ",4," "," "," "," "," "," "," ",100,100," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",07,"All Students",01,158,157," "," "," "," ",1,158,156," "," ",1," ",1," "," "," "," "," "," "," ",100,99," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",07,"Students with Disabilities",02,17,17," "," "," "," "," ",17,17," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",07,"Low Income",04,16,15," "," "," "," ",1,16,15," "," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",07,White,09,138,137," "," "," "," ",1,138,136," "," ",1," ",1," "," "," "," "," "," "," ",100,99," "
2012,03010305,Tyngsborough,"Tyngsborough Middle",08,"All Students",01,182,176,3," "," "," ",3,183,175,4," ",1," ",3,183,175,4," ",1," ",3,100,99,99
2012,03010305,Tyngsborough,"Tyngsborough Middle",08,"Students with Disabilities",02,30,25,3," "," "," ",2,31,24,4," ",1," ",2,31,24,4," ",1," ",2,100,97,97
2012,03010305,Tyngsborough,"Tyngsborough Middle",08,"Low Income",04,23,20," "," "," "," ",3,23,19,1," "," "," ",3,23,19,1," "," "," ",3,100,100,100
2012,03010305,Tyngsborough,"Tyngsborough Middle",08,White,09,174,168,3," "," "," ",3,175,167,4," ",1," ",3,175,167,4," ",1," ",3,100,99,99
2012,03010505,Tyngsborough,"Tyngsborough High School",10,"All Students",01,116,110," "," "," "," ",6,116,110," "," "," "," ",6,116,104," "," "," "," ",12,100,100,100
2012,03010505,Tyngsborough,"Tyngsborough High School",10,"Students with Disabilities",02,12,10," "," "," "," ",2,12,10," "," "," "," ",2,12,10," "," "," "," ",2,100,100,100
2012,03010505,Tyngsborough,"Tyngsborough High School",10,"Low Income",04,11,10," "," "," "," ",1,11,10," "," "," "," ",1,11,10," "," "," "," ",1,100,100,100
2012,03010505,Tyngsborough,"Tyngsborough High School",10,White,09,106,101," "," "," "," ",5,106,101," "," "," "," ",5,106,95," "," "," "," ",11,100,100,100
2012,03040005,Uxbridge,"Earl D Taft",03,"All Students",01,166,160,4," "," "," ",2,166,160,4," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",03,"Students with Disabilities",02,20,16,4," "," "," "," ",20,16,4," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",03,"Low Income",04,36,34,1," "," "," ",1,36,34,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",03,White,09,154,149,3," "," "," ",2,154,149,3," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",04,"All Students",01,151,146,1," "," ",2,2,151,146,1," "," ",2,2," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",04,"Students with Disabilities",02,22,21,1," "," "," "," ",22,21,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",04,"Low Income",04,26,23,1," "," ",1,1,26,23,1," "," ",1,1," "," "," "," "," "," "," ",100,100," "
2012,03040005,Uxbridge,"Earl D Taft",04,White,09,134,132,1," "," ",1," ",134,132,1," "," ",1," "," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",05,"All Students",01,156,154," "," ",1," ",1,157,154,1," "," "," ",2,157,154," ",1," "," ",2,99,100,99
2012,03040015,Uxbridge,"Whitin Middle",05,"Students with Disabilities",02,19,18," "," ",1," "," ",19,18,1," "," "," "," ",19,19," "," "," "," "," ",95,100,100
2012,03040015,Uxbridge,"Whitin Middle",05,"Low Income",04,30,28," "," ",1," ",1,30,29," "," "," "," ",1,30,29," "," "," "," ",1,97,100,100
2012,03040015,Uxbridge,"Whitin Middle",05,White,09,141,140," "," "," "," ",1,142,139,1," "," "," ",2,142,139," ",1," "," ",2,100,100,99
2012,03040015,Uxbridge,"Whitin Middle",06,"All Students",01,166,164,2," "," "," "," ",166,164,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",06,"Students with Disabilities",02,32,30,2," "," "," "," ",32,30,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",06,"Low Income",04,23,22,1," "," "," "," ",23,22,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",06,White,09,153,151,2," "," "," "," ",153,151,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",07,"All Students",01,163,159,1,1," "," ",2,163,160,1," "," "," ",2," "," "," "," "," "," "," ",99,100," "
2012,03040015,Uxbridge,"Whitin Middle",07,"Students with Disabilities",02,24,22,1,1," "," "," ",24,23,1," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,03040015,Uxbridge,"Whitin Middle",07,"Low Income",04,31,28,1," "," "," ",2,31,28,1," "," "," ",2," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",07,Hispanic/Latino,07,11,10,1," "," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03040015,Uxbridge,"Whitin Middle",07,White,09,146,144," ",1," "," ",1,146,145," "," "," "," ",1," "," "," "," "," "," "," ",99,100," "
2012,03040015,Uxbridge,"Whitin Middle",08,"All Students",01,172,170,1," "," "," ",1,172,170,1," "," "," ",1,172,170,1," "," "," ",1,100,100,100
2012,03040015,Uxbridge,"Whitin Middle",08,"Students with Disabilities",02,28,26,1," "," "," ",1,28,26,1," "," "," ",1,28,26,1," "," "," ",1,100,100,100
2012,03040015,Uxbridge,"Whitin Middle",08,"Low Income",04,32,31," "," "," "," ",1,32,31," "," "," "," ",1,32,31," "," "," "," ",1,100,100,100
2012,03040015,Uxbridge,"Whitin Middle",08,White,09,160,159," "," "," "," ",1,160,159," "," "," "," ",1,160,159," "," "," "," ",1,100,100,100
2012,03040505,Uxbridge,"Uxbridge High",10,"All Students",01,104,103," ",1," "," "," ",103,103," "," "," "," "," ",104,100," "," "," "," ",4,99,100,100
2012,03040505,Uxbridge,"Uxbridge High",10,"Students with Disabilities",02,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,16," "," "," "," ",1,100,100,100
2012,03040505,Uxbridge,"Uxbridge High",10,"Low Income",04,17,17," "," "," "," "," ",16,16," "," "," "," "," ",17,16," "," "," "," ",1,100,100,100
2012,03040505,Uxbridge,"Uxbridge High",10,White,09,101,100," ",1," "," "," ",100,100," "," "," "," "," ",101,97," "," "," "," ",4,99,100,100
2012,03050005,Wakefield,Dolbeare,03,"All Students",01,101,98,2," "," "," ",1,101,98,2," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,03050005,Wakefield,Dolbeare,03,"Students with Disabilities",02,19,17,2," "," "," "," ",19,17,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03050005,Wakefield,Dolbeare,03,"Low Income",04,12,11,1," "," "," "," ",12,11,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03050005,Wakefield,Dolbeare,03,White,09,92,90,1," "," "," ",1,92,90,1," "," "," ",1," "," "," "," "," "," "," ",100,100," "
2012,03050005,Wakefield,Dolbeare,04,"All Students",01,102,100,2," "," "," "," ",102,99,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,03050005,Wakefield,Dolbeare,04,"Students with Disabilities",02,16,14,2," "," "," "," ",16,13,3," "," "," "," "," "," "," "," "," "," "," ",100,100," "
