Year,org_code,DistrictName,Grade,Group,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_ayppart,m_ayppart,s_ayppart
2010,06650000,Freetown-Lakeville,06,"All Students",296,294,2," "," "," ",296,294,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,06,"Low Income",41,41," "," "," "," ",41,41," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,06,White,277,275,2," "," "," ",277,275,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,06,"Special Ed",69,67,2," "," "," ",69,67,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,07,"All Students",288,286,1,1," "," ",286,285,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,07,"Low Income",30,29," ",1," "," ",28,28," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,06650000,Freetown-Lakeville,07,White,276,274,1,1," "," ",274,273,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06650000,Freetown-Lakeville,07,"Special Ed",52,50,1,1," "," ",50,49,1," "," "," "," "," "," "," "," "," "," ",98,100," "
2010,06650000,Freetown-Lakeville,08,"All Students",296,293,3," "," "," ",297,294,3," "," "," ",297,294,3," "," "," "," ",100,100,100
2010,06650000,Freetown-Lakeville,08,"Low Income",43,42,1," "," "," ",43,42,1," "," "," ",43,42,1," "," "," "," ",100,100,100
2010,06650000,Freetown-Lakeville,08,White,287,284,3," "," "," ",288,285,3," "," "," ",288,285,3," "," "," "," ",100,100,100
2010,06650000,Freetown-Lakeville,08,"Special Ed",39,36,3," "," "," ",39,36,3," "," "," ",39,36,3," "," "," "," ",100,100,100
2010,06650000,Freetown-Lakeville,10,"All Students",207,205,2," "," "," ",206,201,2,2," "," ",206,187," ",2," "," ",17,100,99,99
2010,06650000,Freetown-Lakeville,10,"Low Income",19,19," "," "," "," ",19,18," ",1," "," ",19,15," "," "," "," ",4,100,95,100
2010,06650000,Freetown-Lakeville,10,White,194,192,2," "," "," ",193,189,2,1," "," ",193,176," ",2," "," ",15,100,99,99
2010,06650000,Freetown-Lakeville,10,"Special Ed",35,33,2," "," "," ",35,33,2," "," "," ",35,31," ",2," "," ",2,100,100,94
2010,06700000,Frontier,07,"All Students",118,113,2,3," "," ",119,117,2," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,06700000,Frontier,07,"Low Income",34,30,1,3," "," ",35,34,1," "," "," "," "," "," "," "," "," "," ",91,100," "
2010,06700000,Frontier,07,White,97,92,2,3," "," ",97,95,2," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,06700000,Frontier,07,"Special Ed",26,21,2,3," "," ",26,24,2," "," "," "," "," "," "," "," "," "," ",88,100," "
2010,06700000,Frontier,08,"All Students",136,132,4," "," "," ",135,131,4," "," "," ",135,131,4," "," "," "," ",100,100,100
2010,06700000,Frontier,08,"Low Income",34,31,3," "," "," ",33,30,3," "," "," ",33,30,3," "," "," "," ",100,100,100
2010,06700000,Frontier,08,White,123,120,3," "," "," ",122,119,3," "," "," ",122,119,3," "," "," "," ",100,100,100
2010,06700000,Frontier,08,"Special Ed",26,22,4," "," "," ",26,22,4," "," "," ",26,22,4," "," "," "," ",100,100,100
2010,06700000,Frontier,10,"All Students",131,125,3,2," ",1,131,125,3,1," ",2,129,112,1,3," ",1,12,98,99,98
2010,06700000,Frontier,10,"Low Income",23,20,1,2," "," ",23,20,1,1," ",1,22,17,1,1," "," ",3,91,96,95
2010,06700000,Frontier,10,White,119,114,3,2," "," ",119,114,3,1," ",1,117,103,1,3," "," ",10,98,99,97
2010,06700000,Frontier,10,"Special Ed",37,33,3,1," "," ",37,33,3,1," "," ",36,28,1,3," "," ",4,97,97,92
2010,06720000,Gateway,03,"All Students",80,79,1," "," "," ",80,79,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,03,"Low Income",32,31,1," "," "," ",32,31,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,03,White,77,76,1," "," "," ",77,76,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,03,"Special Ed",10,9,1," "," "," ",10,9,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,04,"All Students",78,77,1," "," "," ",78,77,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,04,"Low Income",30,30," "," "," "," ",30,30," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,04,White,73,72,1," "," "," ",73,72,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,04,"Special Ed",11,10,1," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,05,"All Students",80,78,2," "," "," ",80,77,3," "," "," ",80,78,2," "," "," "," ",100,100,100
2010,06720000,Gateway,05,"Low Income",29,28,1," "," "," ",29,28,1," "," "," ",29,28,1," "," "," "," ",100,100,100
2010,06720000,Gateway,05,White,78,77,1," "," "," ",78,76,2," "," "," ",78,77,1," "," "," "," ",100,100,100
2010,06720000,Gateway,05,"Special Ed",10,8,2," "," "," ",10,7,3," "," "," ",10,8,2," "," "," "," ",100,100,100
2010,06720000,Gateway,06,"All Students",94,90,3,1," "," ",94,90,3,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,06720000,Gateway,06,"Low Income",36,34,1,1," "," ",36,34,1,1," "," "," "," "," "," "," "," "," ",97,97," "
2010,06720000,Gateway,06,White,90,87,2,1," "," ",90,87,2,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,06720000,Gateway,06,"Special Ed",23,19,3,1," "," ",23,19,3,1," "," "," "," "," "," "," "," "," ",96,96," "
2010,06720000,Gateway,07,"All Students",107,105,1,1," "," ",107,105,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,06720000,Gateway,07,"Low Income",28,28," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,07,White,102,100,1,1," "," ",102,100,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,06720000,Gateway,07,"Special Ed",18,17,1," "," "," ",18,16,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06720000,Gateway,08,"All Students",104,104," "," "," "," ",104,104," "," "," "," ",104,103," ",1," "," "," ",100,100,99
2010,06720000,Gateway,08,"Low Income",33,33," "," "," "," ",33,33," "," "," "," ",33,32," ",1," "," "," ",100,100,97
2010,06720000,Gateway,08,White,99,99," "," "," "," ",99,99," "," "," "," ",99,98," ",1," "," "," ",100,100,99
2010,06720000,Gateway,08,"Special Ed",16,16," "," "," "," ",16,16," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2010,06720000,Gateway,10,"All Students",81,78," ",2," "," ",81,77," ",3," "," ",80,71," ",2," "," ",7,98,96,98
2010,06720000,Gateway,10,"Low Income",22,19," ",2," "," ",22,19," ",2," "," ",21,16," ",1," "," ",4,90,90,95
2010,06720000,Gateway,10,White,76,75," ",1," "," ",76,74," ",2," "," ",75,68," ",1," "," ",6,99,97,99
2010,06720000,Gateway,10,"Special Ed",10,7," ",2," "," ",10,6," ",3," "," ",9," "," "," "," "," "," ",78,67," "
2010,06730000,Groton-Dunstable,03,"All Students",202,199,2,1," "," ",203,200,2,1," "," "," "," "," "," "," "," "," ",100,100," "
2010,06730000,Groton-Dunstable,03,White,194,191,2,1," "," ",195,192,2,1," "," "," "," "," "," "," "," "," ",99,99," "
2010,06730000,Groton-Dunstable,03,"Special Ed",31,28,2,1," "," ",31,28,2,1," "," "," "," "," "," "," "," "," ",97,97," "
2010,06730000,Groton-Dunstable,04,"All Students",222,221,1," "," "," ",222,221,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06730000,Groton-Dunstable,04,White,212,212," "," "," "," ",212,212," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06730000,Groton-Dunstable,04,"Special Ed",30,29,1," "," "," ",30,29,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06730000,Groton-Dunstable,05,"All Students",243,243," "," "," "," ",240,239,1," "," "," ",240,240," "," "," "," "," ",100,100,100
2010,06730000,Groton-Dunstable,05,White,233,233," "," "," "," ",230,229,1," "," "," ",230,230," "," "," "," "," ",100,100,100
2010,06730000,Groton-Dunstable,05,"Special Ed",30,30," "," "," "," ",29,28,1," "," "," ",29,29," "," "," "," "," ",100,100,100
2010,06730000,Groton-Dunstable,06,"All Students",238,234,2,1,1," ",238,235,2,1," "," "," "," "," "," "," "," "," ",99,100," "
2010,06730000,Groton-Dunstable,06,White,223,220,1,1,1," ",223,221,1,1," "," "," "," "," "," "," "," "," ",99,100," "
2010,06730000,Groton-Dunstable,06,"Special Ed",38,35,2,1," "," ",38,35,2,1," "," "," "," "," "," "," "," "," ",97,97," "
2010,06730000,Groton-Dunstable,07,"All Students",233,230,2," ",1," ",234,232,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06730000,Groton-Dunstable,07,White,222,219,2," ",1," ",223,221,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06730000,Groton-Dunstable,07,"Special Ed",34,31,2," ",1," ",34,32,2," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,06730000,Groton-Dunstable,08,"All Students",230,229,1," "," "," ",230,229,1," "," "," ",230,229,1," "," "," "," ",100,100,100
2010,06730000,Groton-Dunstable,08,White,221,220,1," "," "," ",221,220,1," "," "," ",221,220,1," "," "," "," ",100,100,100
2010,06730000,Groton-Dunstable,08,"Special Ed",36,35,1," "," "," ",36,35,1," "," "," ",36,35,1," "," "," "," ",100,100,100
2010,06730000,Groton-Dunstable,10,"All Students",200,196,1,1," "," ",201,199,1," "," "," ",201,185,1,2," "," ",13,99,100,99
2010,06730000,Groton-Dunstable,10,White,188,184,1,1," "," ",188,186,1," "," "," ",188,176,1,2," "," ",9,99,100,99
2010,06730000,Groton-Dunstable,10,"Special Ed",19,16,1," "," "," ",19,17,1," "," "," ",19,16,1," "," "," ",2,100,100,100
2010,06740000,Gill-Montague,03,"All Students",71,68,3," "," "," ",71,68,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,03,"Low Income",41,40,1," "," "," ",41,40,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,03,White,63,60,3," "," "," ",63,60,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,03,"Special Ed",19,16,3," "," "," ",19,16,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,04,"All Students",78,75,3," "," "," ",79,76,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,04,"Low Income",39,37,2," "," "," ",40,38,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,04,White,70,68,2," "," "," ",71,69,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,04,"Special Ed",13,10,3," "," "," ",13,10,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,05,"All Students",86,81,5," "," "," ",86,80,5," ",1," ",86,84,1," ",1," "," ",100,99,99
2010,06740000,Gill-Montague,05,"Low Income",49,46,3," "," "," ",49,45,3," ",1," ",49,48," "," ",1," "," ",100,98,98
2010,06740000,Gill-Montague,05,White,76,72,4," "," "," ",76,71,4," ",1," ",76,74,1," ",1," "," ",100,99,99
2010,06740000,Gill-Montague,05,"Special Ed",17,12,5," "," "," ",17,11,5," ",1," ",17,15,1," ",1," "," ",100,94,94
2010,06740000,Gill-Montague,06,"All Students",73,71,2," "," "," ",73,71,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,06,"Low Income",38,36,2," "," "," ",38,36,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,06,White,70,68,2," "," "," ",70,68,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,06,"Special Ed",22,20,2," "," "," ",22,20,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,07,"All Students",101,98,3," "," "," ",103,99,3,1," "," "," "," "," "," "," "," "," ",100,99," "
2010,06740000,Gill-Montague,07,"Low Income",49,48,1," "," "," ",51,50,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,07,White,94,91,3," "," "," ",96,92,3,1," "," "," "," "," "," "," "," "," ",100,99," "
2010,06740000,Gill-Montague,07,"Special Ed",17,14,3," "," "," ",19,16,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06740000,Gill-Montague,08,"All Students",83,72,5,4,2," ",83,74,5,4," "," ",84,73,5,5,1," "," ",93,95,93
2010,06740000,Gill-Montague,08,"Low Income",46,38,3,3,2," ",46,39,3,4," "," ",47,39,3,4,1," "," ",89,91,89
2010,06740000,Gill-Montague,08,White,76,66,4,4,2," ",76,68,4,4," "," ",77,67,4,5,1," "," ",92,95,92
2010,06740000,Gill-Montague,08,"Special Ed",22,13,5,3,1," ",22,14,5,3," "," ",23,14,5,3,1," "," ",82,86,83
2010,06740000,Gill-Montague,10,"All Students",79,67,2,5,1," ",80,73,2,1," "," ",81,61," ",4," "," ",16,92,99,95
2010,06740000,Gill-Montague,10,"Low Income",39,33,1,4," "," ",40,37,1,1," "," ",40,30," ",3," "," ",7,89,97,93
2010,06740000,Gill-Montague,10,White,72,61,2,4,1," ",72,65,2,1," "," ",73,57," ",4," "," ",12,93,99,94
2010,06740000,Gill-Montague,10,"Special Ed",23,15,2,4," "," ",24,19,2,1," "," ",25,14," ",3," "," ",8,81,95,88
2010,06750000,Hamilton-Wenham,03,"All Students",151,148,2,1," "," ",151,149,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,06750000,Hamilton-Wenham,03,"Low Income",11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,03,White,138,135,2,1," "," ",138,136,2," "," "," "," "," "," "," "," "," "," ",99,100," "
2010,06750000,Hamilton-Wenham,03,"Special Ed",33,30,2,1," "," ",33,31,2," "," "," "," "," "," "," "," "," "," ",97,100," "
2010,06750000,Hamilton-Wenham,04,"All Students",138,137,1," "," "," ",138,137,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,04,White,130,129,1," "," "," ",130,129,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,04,"Special Ed",28,27,1," "," "," ",28,27,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,05,"All Students",147,143,4," "," "," ",147,143,4," "," "," ",147,143,4," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,05,"Low Income",16,16," "," "," "," ",16,16," "," "," "," ",16,16," "," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,05,White,134,130,4," "," "," ",134,130,4," "," "," ",134,130,4," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,05,"Special Ed",28,24,4," "," "," ",28,24,4," "," "," ",28,24,4," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,06,"All Students",145,144," ",1," "," ",145,144," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2010,06750000,Hamilton-Wenham,06,"Low Income",12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,06,White,133,132," ",1," "," ",133,132," ",1," "," "," "," "," "," "," "," "," ",99,99," "
2010,06750000,Hamilton-Wenham,06,"Special Ed",30,29," ",1," "," ",30,29," ",1," "," "," "," "," "," "," "," "," ",97,97," "
2010,06750000,Hamilton-Wenham,07,"All Students",157,155,2," "," "," ",157,155,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,07,White,150,148,2," "," "," ",150,148,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,07,"Special Ed",27,25,2," "," "," ",27,25,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06750000,Hamilton-Wenham,08,"All Students",173,171,2," "," "," ",173,171,2," "," "," ",173,171,2," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,08,"Low Income",13,13," "," "," "," ",13,13," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,08,White,161,159,2," "," "," ",161,159,2," "," "," ",161,159,2," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,08,"Special Ed",22,20,2," "," "," ",22,20,2," "," "," ",22,20,2," "," "," "," ",100,100,100
2010,06750000,Hamilton-Wenham,10,"All Students",191,187," ",2," "," ",190,187," ",2," "," ",191,178," "," "," "," ",13,99,99,100
2010,06750000,Hamilton-Wenham,10,White,187,183," ",2," "," ",186,183," ",2," "," ",187,174," "," "," "," ",13,99,99,100
2010,06750000,Hamilton-Wenham,10,"Special Ed",32,30," "," "," "," ",31,30," "," "," "," ",32,28," "," "," "," ",4,100,100,100
2010,06800000,Hampden-Wilbraham,03,"All Students",262,255,7," "," "," ",262,255,6," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,03,"Low Income",26,24,2," "," "," ",26,24,2," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,03,White,242,236,6," "," "," ",242,236,5," ",1," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,03,"Special Ed",56,49,7," "," "," ",56,50,6," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,04,"All Students",267,262,4,1," "," ",268,264,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,04,"Low Income",36,36," "," "," "," ",36,36," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,04,Hispanic/Latino,13,13," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,04,White,236,232,3,1," "," ",237,234,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,04,"Special Ed",40,36,4," "," "," ",41,37,4," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,05,"All Students",272,272," "," "," "," ",272,270,2," "," "," ",272,272," "," "," "," "," ",100,100,100
2010,06800000,Hampden-Wilbraham,05,"Low Income",27,27," "," "," "," ",27,26,1," "," "," ",27,27," "," "," "," "," ",100,100,100
2010,06800000,Hampden-Wilbraham,05,White,245,245," "," "," "," ",245,243,2," "," "," ",245,245," "," "," "," "," ",100,100,100
2010,06800000,Hampden-Wilbraham,05,"Special Ed",64,64," "," "," "," ",64,62,2," "," "," ",64,64," "," "," "," "," ",100,100,100
2010,06800000,Hampden-Wilbraham,06,"All Students",275,274,1," "," "," ",275,274,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,06,"Low Income",35,35," "," "," "," ",35,35," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,06,Asian,11,11," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,06,White,240,239,1," "," "," ",240,239,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,06,"Special Ed",60,59,1," "," "," ",60,59,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,"All Students",301,298,2," "," ",1,301,297,3," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,"Low Income",28,28," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,Black,15,15," "," "," "," ",15,14,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,Asian,12,12," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,Hispanic/Latino,11,10,1," "," "," ",11,10,1," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,White,259,257,1," "," ",1,259,257,1," "," ",1," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,07,"Special Ed",63,61,2," "," "," ",63,60,3," "," "," "," "," "," "," "," "," "," ",100,100," "
2010,06800000,Hampden-Wilbraham,08,"All Students",311,309,1,1," "," ",311,309,1," ",1," ",311,307,1,2,1," "," ",100,100,99
2010,06800000,Hampden-Wilbraham,08,"Low Income",31,30," ",1," "," ",31,30," "," ",1," ",31,28," ",2,1," "," ",97,97,90
2010,06800000,Hampden-Wilbraham,08,Black,14,14," "," "," "," ",14,14," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2010,06800000,Hampden-Wilbraham,08,Hispanic/Latino,11,11," "," "," "," ",11,11," "," "," "," ",11,11," "," "," "," "," ",100,100,100
2010,06800000,Hampden-Wilbraham,08,White,275,273,1,1," "," ",275,273,1," ",1," ",275,271,1,2,1," "," ",100,100,99
2010,06800000,Hampden-Wilbraham,08,"Special Ed",49,47,1,1," "," ",49,48,1," "," "," ",49,47,1,1," "," "," ",98,100,98
2010,06800000,Hampden-Wilbraham,10,"All Students",333,324,1,5," ",1,333,327,1,2," ",1,332,310," ",4," "," ",18,98,99,99
2010,06800000,Hampden-Wilbraham,10,"Low Income",34,33," ",1," "," ",34,34," "," "," "," ",34,30," ",1," "," ",3,97,100,97
2010,06800000,Hampden-Wilbraham,10,Black,14,14," "," "," "," ",14,14," "," "," "," ",14,12," "," "," "," ",2,100,100,100
2010,06800000,Hampden-Wilbraham,10,Asian,10,10," "," "," "," ",10,10," "," "," "," ",10,8," "," "," "," ",2,100,100,100
2010,06800000,Hampden-Wilbraham,10,Hispanic/Latino,12,12," "," "," "," ",12,12," "," "," "," ",12,11," "," "," "," ",1,100,100,100
2010,06800000,Hampden-Wilbraham,10,White,290,281,1,5," ",1,290,284,1,2," ",1,289,273," ",3," "," ",13,98,99,99
