Year,Org_code,DistrictName,Grade,Group,sort,e_enroll,e_standard,e_alt,e_abs,e_med,e_lep,e_afteroct,m_enroll,m_standard,m_alt,m_abs,m_med,m_lep,m_afteroct,s_enroll,s_standard,s_alt,s_abs,s_med,s_lep,s_afteroct,e_part_rate,m_part_rate,s_part_rate
2012,04850000,"Salem Academy Charter (District)",10,White,09,22,21,1," "," "," "," ",22,21,1," "," "," "," ",22,20,1," "," "," ",1,100,100,100
2012,04860000,"Seven Hills Charter Public (District)",03,"All Students",01,81,81," "," "," "," "," ",81,81," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",03,"ELL and Former ELL",03,28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",03,"Low Income",04,63,63," "," "," "," "," ",63,63," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",03,"African American",05,30,30," "," "," "," "," ",30,30," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",03,Hispanic/Latino,07,38,38," "," "," "," "," ",38,38," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",04,"All Students",01,71,69,2," "," "," "," ",71,69,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",04,"ELL and Former ELL",03,19,18,1," "," "," "," ",19,18,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",04,"Low Income",04,61,59,2," "," "," "," ",61,59,2," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",04,"African American",05,28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",04,Hispanic/Latino,07,35,34,1," "," "," "," ",35,34,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",05,"All Students",01,65,65," "," "," "," "," ",65,65," "," "," "," "," ",65,65," "," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",05,"ELL and Former ELL",03,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,10," "," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",05,"Low Income",04,51,51," "," "," "," "," ",51,51," "," "," "," "," ",51,51," "," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",05,"African American",05,22,22," "," "," "," "," ",22,22," "," "," "," "," ",22,22," "," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",05,Hispanic/Latino,07,33,33," "," "," "," "," ",33,33," "," "," "," "," ",33,33," "," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",06,"All Students",01,68,67,1," "," "," "," ",68,68," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",06,"ELL and Former ELL",03,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",06,"Low Income",04,53,52,1," "," "," "," ",53,53," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",06,"African American",05,27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",06,Hispanic/Latino,07,34,34," "," "," "," "," ",34,34," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",07,"All Students",01,57,57," "," "," "," "," ",57,56," "," ",1," "," "," "," "," "," "," "," "," ",100,98," "
2012,04860000,"Seven Hills Charter Public (District)",07,"Low Income",04,45,45," "," "," "," "," ",45,45," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",07,"African American",05,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04860000,"Seven Hills Charter Public (District)",07,Hispanic/Latino,07,29,29," "," "," "," "," ",29,28," "," ",1," "," "," "," "," "," "," "," "," ",100,97," "
2012,04860000,"Seven Hills Charter Public (District)",08,"All Students",01,57,55,2," "," "," "," ",57,56,1," "," "," "," ",57,56,1," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",08,"Students with Disabilities",02,10,8,2," "," "," "," ",10,9,1," "," "," "," ",10,9,1," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",08,"Low Income",04,37,35,2," "," "," "," ",37,36,1," "," "," "," ",37,36,1," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",08,"African American",05,18,17,1," "," "," "," ",18,17,1," "," "," "," ",18,17,1," "," "," "," ",100,100,100
2012,04860000,"Seven Hills Charter Public (District)",08,Hispanic/Latino,07,31,30,1," "," "," "," ",31,31," "," "," "," "," ",31,31," "," "," "," "," ",100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",03,"All Students",01,90,90," "," "," "," "," ",90,90," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,"Students with Disabilities",02,20,20," "," "," "," "," ",20,20," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,"ELL and Former ELL",03,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,"Low Income",04,58,58," "," "," "," "," ",58,58," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,"African American",05,51,51," "," "," "," "," ",51,51," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,Asian,06,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,Hispanic/Latino,07,13,13," "," "," "," "," ",13,13," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",03,White,09,14,14," "," "," "," "," ",14,14," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,"All Students",01,96,96," "," "," "," "," ",96,96," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,"Students with Disabilities",02,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,"ELL and Former ELL",03,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,"Low Income",04,68,68," "," "," "," "," ",68,68," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,"African American",05,53,53," "," "," "," "," ",53,53," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,Hispanic/Latino,07,25,25," "," "," "," "," ",25,25," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",04,White,09,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",05,"All Students",01,96,96," "," "," "," "," ",95,94," ",1," "," "," ",95,93," ",2," "," "," ",100,99,98
2012,04870000,"Prospect Hill Academy Charter (District)",05,"Students with Disabilities",02,12,12," "," "," "," "," ",12,12," "," "," "," "," ",12,12," "," "," "," "," ",100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",05,"Low Income",04,64,64," "," "," "," "," ",63,62," ",1," "," "," ",63,62," ",1," "," "," ",100,98,98
2012,04870000,"Prospect Hill Academy Charter (District)",05,"African American",05,52,52," "," "," "," "," ",52,51," ",1," "," "," ",52,51," ",1," "," "," ",100,98,98
2012,04870000,"Prospect Hill Academy Charter (District)",05,Hispanic/Latino,07,26,26," "," "," "," "," ",25,25," "," "," "," "," ",25,25," "," "," "," "," ",100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",06,"All Students",01,96,95," ",1," "," "," ",96,95,1," "," "," "," "," "," "," "," "," "," "," ",99,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",06,"Students with Disabilities",02,18,18," "," "," "," "," ",18,17,1," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",06,"Low Income",04,66,65," ",1," "," "," ",66,65,1," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",06,"African American",05,44,44," "," "," "," "," ",44,44," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",06,Hispanic/Latino,07,27,26," ",1," "," "," ",27,26,1," "," "," "," "," "," "," "," "," "," "," ",96,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",06,White,09,15,15," "," "," "," "," ",15,15," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",07,"All Students",01,94,94," "," "," "," "," ",94,93," ",1," "," "," "," "," "," "," "," "," "," ",100,99," "
2012,04870000,"Prospect Hill Academy Charter (District)",07,"Low Income",04,55,55," "," "," "," "," ",55,54," ",1," "," "," "," "," "," "," "," "," "," ",100,98," "
2012,04870000,"Prospect Hill Academy Charter (District)",07,"African American",05,45,45," "," "," "," "," ",45,45," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",07,Hispanic/Latino,07,28,28," "," "," "," "," ",28,28," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",07,White,09,10,10," "," "," "," "," ",10,10," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04870000,"Prospect Hill Academy Charter (District)",08,"All Students",01,96,96," "," "," "," "," ",96,94," ",1,1," "," ",96,96," "," "," "," "," ",100,98,100
2012,04870000,"Prospect Hill Academy Charter (District)",08,"Students with Disabilities",02,16,16," "," "," "," "," ",16,15," ",1," "," "," ",16,16," "," "," "," "," ",100,94,100
2012,04870000,"Prospect Hill Academy Charter (District)",08,"Low Income",04,61,61," "," "," "," "," ",61,60," ",1," "," "," ",61,61," "," "," "," "," ",100,98,100
2012,04870000,"Prospect Hill Academy Charter (District)",08,"African American",05,56,56," "," "," "," "," ",56,55," "," ",1," "," ",56,56," "," "," "," "," ",100,98,100
2012,04870000,"Prospect Hill Academy Charter (District)",08,Hispanic/Latino,07,19,19," "," "," "," "," ",19,18," ",1," "," "," ",19,19," "," "," "," "," ",100,95,100
2012,04870000,"Prospect Hill Academy Charter (District)",08,White,09,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,14," "," "," "," "," ",100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",10,"All Students",01,75,75," "," "," "," "," ",75,75," "," "," "," "," ",78,71," "," "," "," ",7,100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",10,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," ",12,11," "," "," "," ",1,100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",10,"Low Income",04,44,44," "," "," "," "," ",44,44," "," "," "," "," ",45,39," "," "," "," ",6,100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",10,"African American",05,41,41," "," "," "," "," ",41,41," "," "," "," "," ",44,41," "," "," "," ",3,100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",10,Hispanic/Latino,07,17,17," "," "," "," "," ",17,17," "," "," "," "," ",17,15," "," "," "," ",2,100,100,100
2012,04870000,"Prospect Hill Academy Charter (District)",10,White,09,10,10," "," "," "," "," ",10,10," "," "," "," "," ",10,9," "," "," "," ",1,100,100,100
2012,04880000,"South Shore Charter Public (District)",03,"All Students",01,42,42," "," "," "," "," ",42,42," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",03,"Low Income",04,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",03,White,09,31,31," "," "," "," "," ",31,31," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",04,"All Students",01,45,45," "," "," "," "," ",45,45," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",04,"Low Income",04,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",04,"African American",05,11,11," "," "," "," "," ",11,11," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",04,White,09,33,33," "," "," "," "," ",33,33," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",05,"All Students",01,48,48," "," "," "," "," ",48,47," "," ",1," "," ",48,48," "," "," "," "," ",100,98,100
2012,04880000,"South Shore Charter Public (District)",05,"African American",05,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2012,04880000,"South Shore Charter Public (District)",05,White,09,31,31," "," "," "," "," ",31,30," "," ",1," "," ",31,31," "," "," "," "," ",100,97,100
2012,04880000,"South Shore Charter Public (District)",06,"All Students",01,42,42," "," "," "," "," ",42,42," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",06,"African American",05,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",06,White,09,27,27," "," "," "," "," ",27,27," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04880000,"South Shore Charter Public (District)",07,"All Students",01,45,44," "," ",1," "," ",45,45," "," "," "," "," "," "," "," "," "," "," "," ",98,100," "
2012,04880000,"South Shore Charter Public (District)",07,White,09,32,31," "," ",1," "," ",32,32," "," "," "," "," "," "," "," "," "," "," "," ",97,100," "
2012,04880000,"South Shore Charter Public (District)",08,"All Students",01,44,44," "," "," "," "," ",44,44," "," "," "," "," ",44,44," "," "," "," "," ",100,100,100
2012,04880000,"South Shore Charter Public (District)",08,"African American",05,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,13," "," "," "," "," ",100,100,100
2012,04880000,"South Shore Charter Public (District)",08,White,09,27,27," "," "," "," "," ",27,27," "," "," "," "," ",27,27," "," "," "," "," ",100,100,100
2012,04880000,"South Shore Charter Public (District)",10,"All Students",01,34,34," "," "," "," "," ",34,34," "," "," "," "," ",34,31," ",2," "," ",1,100,100,94
2012,04880000,"South Shore Charter Public (District)",10,"Students with Disabilities",02,11,11," "," "," "," "," ",11,11," "," "," "," "," ",11,10," ",1," "," "," ",100,100,91
2012,04880000,"South Shore Charter Public (District)",10,"African American",05,14,14," "," "," "," "," ",14,14," "," "," "," "," ",14,13," "," "," "," ",1,100,100,100
2012,04880000,"South Shore Charter Public (District)",10,White,09,18,18," "," "," "," "," ",18,18," "," "," "," "," ",18,16," ",2," "," "," ",100,100,89
2012,04890000,"Sturgis Charter Public (District)",10,"All Students",01,205,205," "," "," "," "," ",205,203," ",2," "," "," ",211,105," ",3," "," ",103,100,99,99
2012,04890000,"Sturgis Charter Public (District)",10,"Students with Disabilities",02,28,28," "," "," "," "," ",28,26," ",2," "," "," ",30,10," ",2," "," ",18,100,93,93
2012,04890000,"Sturgis Charter Public (District)",10,"Low Income",04,16,16," "," "," "," "," ",16,16," "," "," "," "," ",18,8," "," "," "," ",10,100,100,100
2012,04890000,"Sturgis Charter Public (District)",10,White,09,173,173," "," "," "," "," ",173,171," ",2," "," "," ",179,91," ",2," "," ",86,100,99,99
2012,04890000,"Sturgis Charter Public (District)",10,"Multi-Race (non-Hispanic/Latino)",11,13,13," "," "," "," "," ",13,13," "," "," "," "," ",13,6," "," "," "," ",7,100,100,100
2012,04910000,"Atlantis Charter (District)",03,"All Students",01,69,69," "," "," "," "," ",69,69," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04910000,"Atlantis Charter (District)",03,"Students with Disabilities",02,12,12," "," "," "," "," ",12,12," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
2012,04910000,"Atlantis Charter (District)",03,"Low Income",04,39,39," "," "," "," "," ",39,39," "," "," "," "," "," "," "," "," "," "," "," ",100,100," "
